depth,gamma_api,density_gcc,resistivity_ohmm,lithology_code,lithology_source
486.0,66.046,2.417,70.801,SST,SANDSTONE
486.5,65.654,2.414,70.102,SST,SANDSTONE
487.0,65.288,2.41,69.447,SST,SANDSTONE
487.5,64.961,2.407,68.841,SST,SANDSTONE
488.0,64.685,2.404,68.286,SST,SANDSTONE
488.5,64.468,2.401,67.785,SST,SANDSTONE
489.0,64.319,2.398,67.342,SST,SANDSTONE
489.5,64.244,2.395,66.959,SST,SANDSTONE
490.0,64.248,2.392,66.638,SST,SANDSTONE
490.5,64.332,2.389,66.38,SST,SANDSTONE
491.0,64.497,2.386,66.188,SST,SANDSTONE
491.5,64.74,2.383,66.063,SST,SANDSTONE
492.0,65.058,2.381,66.005,SST,SANDSTONE
492.5,65.443,2.378,66.014,SST,SANDSTONE
493.0,65.887,2.376,66.09,SST,SANDSTONE
493.5,66.38,2.374,66.233,SST,SANDSTONE
494.0,66.911,2.372,66.443,SST,SANDSTONE
494.5,38.468,1.335,115.959,COAL,COAL
495.0,95.037,2.311,49.989,ISH>SST,ISH>SST
495.5,95.605,2.308,49.999,ISH>SST,ISH>SST
496.0,96.158,2.304,49.976,ISH>SST,ISH>SST
496.5,96.684,2.3,49.919,ISH>SST,ISH>SST
497.0,97.169,2.296,49.829,CARBSHL,CARB SHALE
497.5,70.602,2.362,69.619,SST,SANDSTONE
498.0,70.973,2.361,70.286,SST,SANDSTONE
498.5,71.274,2.361,70.996,SST,SANDSTONE
499.0,71.497,2.36,71.746,SST,SANDSTONE
499.5,71.638,2.36,72.531,SST,SANDSTONE
500.0,71.695,2.36,73.347,SST,SANDSTONE
500.5,71.667,2.36,74.189,SST,SANDSTONE
501.0,71.557,2.361,75.052,SST,SANDSTONE
501.5,71.367,2.361,75.932,SST,SANDSTONE
502.0,71.105,2.362,76.823,SST,SANDSTONE
502.5,70.778,2.363,77.721,SST,SANDSTONE
503.0,70.396,2.364,78.621,SST,SANDSTONE
503.5,69.971,2.365,79.517,SST,SANDSTONE
504.0,69.513,2.366,80.405,SST,SANDSTONE
504.5,69.036,2.368,81.279,SST,SANDSTONE
505.0,68.554,2.37,82.135,SST,SANDSTONE
505.5,68.08,2.371,82.967,SST,SANDSTONE
506.0,67.626,2.373,83.772,SST,SANDSTONE
506.5,67.206,2.376,84.544,SST,SANDSTONE
507.0,66.83,2.378,85.279,SST,SANDSTONE
507.5,66.51,2.38,85.974,SST,SANDSTONE
508.0,66.252,2.383,86.623,SST,SANDSTONE
508.5,66.064,2.385,87.224,SST,SANDSTONE
509.0,65.951,2.388,87.773,SST,SANDSTONE
509.5,65.915,2.391,88.268,SST,SANDSTONE
510.0,65.956,2.394,88.704,SST,SANDSTONE
510.5,66.073,2.397,89.08,SST,SANDSTONE
511.0,66.262,2.4,89.395,SST,SANDSTONE
511.5,66.516,2.403,89.644,SST,SANDSTONE
512.0,66.828,2.406,89.829,SST,SANDSTONE
512.5,67.188,2.41,89.947,SST,SANDSTONE
513.0,67.586,2.413,89.998,SST,SANDSTONE
513.5,39.008,1.366,117.554,COAL,COAL
514.0,39.443,1.367,116.257,COAL,COAL
514.5,39.876,1.368,114.995,COAL,COAL
515.0,40.296,1.369,113.777,COAL,COAL
515.5,40.688,1.37,112.615,COAL,COAL
516.0,41.041,1.37,111.52,COAL,COAL
516.5,41.343,1.37,110.502,COAL,COAL
517.0,41.584,1.369,109.569,COAL,COAL
517.5,41.755,1.369,108.73,COAL,COAL
518.0,41.851,1.368,107.993,COAL,COAL
518.5,41.867,1.366,107.364,COAL,COAL
519.0,41.8,1.365,106.85,COAL,COAL
519.5,41.65,1.363,106.453,COAL,COAL
520.0,97.419,2.301,34.012,SHSST,SHALY SANDSTONE
520.5,97.111,2.305,34.058,SHSST,SHALY SANDSTONE
521.0,96.732,2.308,34.138,SHSST,SHALY SANDSTONE
521.5,96.291,2.312,34.25,SHSST,SHALY SANDSTONE
522.0,95.797,2.315,34.396,SHSST,SHALY SANDSTONE
522.5,68.262,2.468,79.969,SST,SANDSTONE
523.0,67.697,2.47,79.076,SST,SANDSTONE
523.5,67.116,2.472,78.178,SST,SANDSTONE
524.0,66.532,2.473,77.278,SST,SANDSTONE
524.5,65.959,2.475,76.383,SST,SANDSTONE
525.0,65.41,2.476,75.496,SST,SANDSTONE
